SSID,X,Y,RSSI (avg)
ESP_Beacon_one,-15,6,-36.47908685027868
ESP_Beacon_one,-16,6,-38.0
ESP_Beacon_one,-17,6,-38.0
ESP_Beacon_one,-18,6,-38.937657827905774
ESP_Beacon_one,-19,6,-41.08699876519231
ESP_Beacon_one,0,-1,-38.0
ESP_Beacon_one,-1,-1,-39.35486325106115
ESP_Beacon_one,-2,-1,-37.51955132411394
ESP_Beacon_one,-3,-1,-43.08699876519231
ESP_Beacon_one,-4,-1,-45.086998765192305
ESP_Beacon_one,-5,-1,-45.086998765192305
ESP_Beacon_one,-6,-1,-43.38759331543106
ESP_Beacon_one,-7,-1,-43.196192788389226
ESP_Beacon_one,-8,-1,-40.6936525217336
ESP_Beacon_one,-9,-1,-41.35486325106115
ESP_Beacon_one,-10,-1,-40.33299223588766
ESP_Beacon_one,-11,-1,-40.0
ESP_Beacon_one,-12,-1,-40.6936525217336
ESP_Beacon_one,-13,-1,-38.0
ESP_Beacon_one,-14,-1,-40.135141989091366
ESP_Beacon_one,-15,-1,-42.958256317158366
ESP_Beacon_one,-16,-1,-42.55704196543415
ESP_Beacon_one,-17,-1,-41.51955132411394
ESP_Beacon_one,-18,-1,-42.0
ESP_Beacon_one,-19,-1,-46.0
ESP_Beacon_one,0,-2,-36.33299223588766
ESP_Beacon_one,-1,-2,-50.33299223588766
ESP_Beacon_one,-2,-2,-44.33299223588766
ESP_Beacon_one,-3,-2,-45.086998765192305
ESP_Beacon_one,-4,-2,-47.519551324113934
ESP_Beacon_one,-5,-2,-47.519551324113934
ESP_Beacon_one,-6,-2,-49.81644866380495
ESP_Beacon_one,-7,-2,-47.519551324113934
ESP_Beacon_one,-8,-2,-42.93765782790578
ESP_Beacon_one,-9,-2,-47.81644866380495
ESP_Beacon_one,-10,-2,-44.33299223588766
ESP_Beacon_one,-11,-2,-42.0
ESP_Beacon_one,-12,-2,-42.0
ESP_Beacon_one,-13,-2,-42.55704196543415
ESP_Beacon_one,-14,-2,-41.81644866380495
ESP_Beacon_one,-15,-2,-45.086998765192305
ESP_Beacon_one,-16,-2,-43.196192788389226
ESP_Beacon_one,-17,-2,-44.479086850278684
ESP_Beacon_one,-18,-2,-42.55704196543415
ESP_Beacon_one,-19,-2,-46.0
ESP_Beacon_one,0,-3,-34.557041965434145
ESP_Beacon_one,-1,-3,-41.51955132411394
ESP_Beacon_one,-2,-3,-47.086998765192305
ESP_Beacon_one,-3,-3,-48.6936525217336
ESP_Beacon_one,-4,-3,-44.13514198909137
ESP_Beacon_one,-5,-3,-42.96801452957021
ESP_Beacon_one,-6,-3,-46.0
ESP_Beacon_one,-7,-3,-42.6936525217336
ESP_Beacon_one,-8,-3,-50.0
ESP_Beacon_one,-9,-3,-48.6936525217336
ESP_Beacon_one,-10,-3,-45.519551324113934
ESP_Beacon_one,-11,-3,-45.519551324113934
ESP_Beacon_one,-12,-3,-47.519551324113934
ESP_Beacon_one,-13,-3,-46.0
ESP_Beacon_one,-14,-3,-45.086998765192305
ESP_Beacon_one,-15,-3,-43.94591378158853
ESP_Beacon_one,-16,-3,-47.81644866380495
ESP_Beacon_one,-17,-3,-45.086998765192305
ESP_Beacon_one,-18,-3,-46.557041965434145
ESP_Beacon_one,-19,-3,-44.693652521733604
ESP_Beacon_one,0,-4,-38.557041965434145
ESP_Beacon_one,-1,-4,-41.51955132411394
ESP_Beacon_one,-2,-4,-46.33299223588765
ESP_Beacon_one,-3,-4,-55.51955132411394
ESP_Beacon_one,-4,-4,-55.086998765192305
ESP_Beacon_one,-5,-4,-47.36760935421235
ESP_Beacon_one,-6,-4,-46.557041965434145
ESP_Beacon_one,-7,-4,-50.33299223588766
ESP_Beacon_one,-8,-4,-46.557041965434145
ESP_Beacon_one,-9,-4,-52.381553220981225
ESP_Beacon_one,-10,-4,-50.33299223588766
ESP_Beacon_one,-11,-4,-49.086998765192305
ESP_Beacon_one,-12,-4,-50.348963949671145
ESP_Beacon_one,-13,-4,-47.35486325106115
ESP_Beacon_one,-14,-4,-45.519551324113934
ESP_Beacon_one,-15,-4,-55.086998765192305
ESP_Beacon_one,-16,-4,-53.35486325106115
ESP_Beacon_one,-17,-4,-46.6936525217336
ESP_Beacon_one,-18,-4,-52.70459627465399
ESP_Beacon_one,-19,-4,-54.956020570687556
ESP_Beacon_one,0,-5,-35.94591378158853
ESP_Beacon_one,-1,-5,-35.81644866380495
ESP_Beacon_one,-2,-5,-39.81644866380495
ESP_Beacon_one,-3,-5,-50.0
ESP_Beacon_one,-4,-5,-42.33299223588766
ESP_Beacon_one,-5,-5,-44.85263186564026
ESP_Beacon_one,-6,-5,-43.196192788389226
ESP_Beacon_one,-7,-5,-53.38829265028177
ESP_Beacon_one,-8,-5,-46.6936525217336
ESP_Beacon_one,-9,-5,-48.6936525217336
ESP_Beacon_one,-10,-5,-49.519551324113934
ESP_Beacon_one,-11,-5,-46.0
ESP_Beacon_one,-12,-5,-60.01479085526343
ESP_Beacon_one,-13,-5,-61.51955132411394
ESP_Beacon_one,-14,-5,-54.93765782790578
ESP_Beacon_one,-15,-5,-49.519551324113934
ESP_Beacon_one,-16,-5,-53.51955132411394
ESP_Beacon_one,-17,-5,-52.6936525217336
ESP_Beacon_one,-18,-5,-49.086998765192305
ESP_Beacon_one,-19,-5,-52.6936525217336
ESP_Beacon_one,0,-6,-37.51955132411394
ESP_Beacon_one,-1,-6,-38.0
ESP_Beacon_one,-2,-6,-39.519551324113934
ESP_Beacon_one,-3,-6,-47.35486325106115
ESP_Beacon_one,-4,-6,-49.086998765192305
ESP_Beacon_one,-5,-6,-45.086998765192305
ESP_Beacon_one,-6,-6,-45.086998765192305
ESP_Beacon_one,-7,-6,-53.08699876519231
ESP_Beacon_one,-8,-6,-42.55704196543415
ESP_Beacon_one,-9,-6,-50.968415130872245
ESP_Beacon_one,-10,-6,-47.086998765192305
ESP_Beacon_one,-11,-6,-56.33299223588765
ESP_Beacon_one,-12,-6,-46.937657827905774
ESP_Beacon_one,-13,-6,-50.6936525217336
ESP_Beacon_one,-14,-6,-53.51955132411394
ESP_Beacon_one,-15,-6,-53.08699876519231
ESP_Beacon_one,-16,-6,-50.0
ESP_Beacon_one,-17,-6,-53.51955132411394
ESP_Beacon_one,-18,-6,-51.51955132411394
ESP_Beacon_one,-19,-6,-48.33299223588766
ESP_Beacon_one,0,-7,-36.6936525217336
ESP_Beacon_one,-1,-7,-38.0
ESP_Beacon_one,-2,-7,-39.196192788389226
ESP_Beacon_one,-3,-7,-45.519551324113934
ESP_Beacon_one,-4,-7,-49.519551324113934
ESP_Beacon_one,-5,-7,-47.35486325106115
ESP_Beacon_one,-6,-7,-47.64034143198974
ESP_Beacon_one,-7,-7,-46.0
ESP_Beacon_one,-8,-7,-49.519551324113934
ESP_Beacon_one,-9,-7,-47.81644866380495
ESP_Beacon_one,-10,-7,-50.47908685027868
ESP_Beacon_one,-11,-7,-48.852631865640255
ESP_Beacon_one,-12,-7,-48.6936525217336
ESP_Beacon_one,-13,-7,-56.86398418587007
ESP_Beacon_one,-14,-7,-50.33299223588766
ESP_Beacon_one,-15,-7,-46.6936525217336
ESP_Beacon_one,-16,-7,-49.086998765192305
ESP_Beacon_one,-17,-7,-53.35486325106115
ESP_Beacon_one,-18,-7,-54.693652521733604
ESP_Beacon_one,-19,-7,-53.08699876519231
